filename,base_word_lengths,pause_lengths,neutral_relative_word_lengths,pause_lenghts
1007_TSI_FEA_XX,"[0.13, 0.29, 0.02, 0.16]","[0.0, 0.16999999999999993, 0.0]","[-0.35000000000000003, -0.5166666666666667, -0.9166666666666667, -0.4666666666666666]",
1023_IWL_FEA_XX,"[0.14, 0.19, 0.23, 0.04, 0.19, 0.35, 0.43]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.33333333333333326, 0.05555555555555561, 0.0, -0.5, -0.24, -0.10256410256410266, 0.04878048780487809]",
1074_IWW_ANG_XX,"[0.17, 0.44, 0.24, 0.23, 0.15, 0.45]","[0.0, 0.0, 0.0, 0.010000000000000009, 0.0]","[0.21428571428571425, 0.12820512820512817, 0.1999999999999999, 0.2777777777777779, 0.0, 0.15384615384615383]",
1020_IWW_SAD_XX,"[0.11, 0.35, 0.19, 0.2, 0.18, 0.41]","[0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16]","[-0.15384615384615388, 0.16666666666666663, 0.05555555555555561, 0.11111111111111122, 0.12499999999999993, -0.10869565217391314]",
1033_TSI_FEA_XX,"[0.16, 0.46, 0.12, 0.64]","[0.0, 0.0, 0.0]","[0.0, -0.021276595744680753, -0.42857142857142855, 0.2549019607843137]",
1060_IOM_DIS_XX,"[0.18, 0.2, 0.16, 0.17, 0.19, 0.13, 0.26]","[0.010000000000000009, 0.0, -1.1102230246251565e-16, 0.0, 2.220446049250313e-16, -2.220446049250313e-16]","[-0.14285714285714285, -0.04761904761904753, -0.15789473684210525, -0.15, 0.0, 0.08333333333333341, -0.5]",
1062_DFA_SAD_XX,"[0.23, 0.29, 0.06, 0.52]","[0.020000000000000018, 0.0, 0.0]","[-0.20689655172413784, -0.17142857142857143, -0.3333333333333333, 0.08333333333333341]",
1033_MTI_FEA_XX,"[0.38, 0.43, 0.02, 0.06, 0.15, 0.71]","[1.1102230246251565e-16, 0.010000000000000009, -2.220446049250313e-16, 0.010000000000000009, 2.220446049250313e-16]","[0.05555555555555561, -0.08510638297872336, -0.8750000000000001, -0.6842105263157895, 0.25, 1.5357142857142854]",
1090_DFA_ANG_XX,"[0.41, 0.42, 0.06, 0.6]","[0.01000000000000012, 0.0, -2.220446049250313e-16]","[-0.08888888888888896, 0.5555555555555554, -0.14285714285714296, 0.25]",
1033_TAI_SAD_XX,"[0.15, 0.33, 0.11, 0.27, 0.38]","[-5.551115123125783e-17, 0.0, 0.0, -2.220446049250313e-16]","[-0.06250000000000006, -0.17500000000000002, -0.15384615384615388, -0.24999999999999992, 0.310344827586207]",
1075_IEO_SAD_MD,"[0.05, 0.35, 0.51]","[0.0, -2.220446049250313e-16]","[-0.7222222222222223, -0.027777777777777804, 0.45714285714285724]",
1087_WSI_ANG_XX,"[0.28, 0.68, 0.21, 0.09, 0.42, 0.16, 0.81]","[-5.551115123125783e-17, 0.06999999999999984, 0.0, 0.020000000000000018, 0.0, 0.0]","[0.0, 0.9428571428571432, 0.75, 0.7999999999999998, 0.23529411764705868, 0.23076923076923075, 0.5]",
1028_IOM_ANG_XX,"[0.24, 0.22, 0.22, 0.24, 0.11, 0.13, 0.37]","[0.010000000000000009, 0.010000000000000009, 0.030000000000000027, 0.0, 0.0, -2.220446049250313e-16]","[-0.040000000000000036, 0.09999999999999995, 0.047619047619047665, -0.040000000000000036, -0.15384615384615388, 0.0, 0.3214285714285713]",
1051_IWL_SAD_XX,"[0.1, 0.17, 0.19, 0.04, 0.16, 0.38, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25000000000000006, -0.055555555555555455, 0.05555555555555561, -0.3333333333333333, -0.11111111111111106, 0.11764705882352934, 0.42857142857142866]",
1048_MTI_FEA_XX,"[0.35, 0.52, 0.12, 0.15, 0.12, 0.27]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.1250000000000001, -0.07142857142857148, -0.2941176470588236, 0.0, -0.07692307692307698, -0.2058823529411765]",
1076_IEO_ANG_MD,"[0.24, 0.59, 0.81]","[0.019999999999999907, 0.050000000000000044]","[-0.2941176470588236, -0.016666666666666684, 0.26562500000000006]",
1029_IEO_DIS_MD,"[0.19, 0.35, 0.7]","[0.0, 0.0]","[0.05555555555555561, 0.12903225806451607, 0.2962962962962961]",
1025_ITH_DIS_XX,"[0.01, 0.3, 0.08, 0.23, 0.07, 0.54, 0.84]","[0.010000000000000009, 0.0, 0.010000000000000009, 0.0, -2.220446049250313e-16, 0.0]","[-0.9230769230769231, 0.0, -0.11111111111111106, 0.15, 0.16666666666666682, 0.018867924528301903, 1.4705882352941173]",
1020_ITH_DIS_XX,"[0.29, 0.39, 0.29, 0.29, 0.01, 0.54, 0.57]","[0.10999999999999999, 0.020000000000000018, 0.029999999999999805, 0.31000000000000005, 0.0, 0.050000000000000266]","[0.9333333333333332, 0.14705882352941171, 1.2307692307692306, 0.44999999999999984, -0.8571428571428571, 0.058823529411764754, -0.13636363636363646]",
1061_ITH_FEA_XX,"[0.11, 0.28, 0.05, 0.13, 0.05, 0.41, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, -0.034482758620689495, -0.28571428571428575, -0.3157894736842105, -0.1666666666666666, -0.08888888888888896, -0.23076923076923078]",
1042_TIE_FEA_XX,"[0.2, 0.13, 0.5, 0.15, 0.38]","[0.0, 0.0, 0.0, 2.220446049250313e-16]","[-0.25925925925925924, 0.08333333333333341, 0.041666666666666706, 0.15384615384615377, -0.2549019607843137]",
1062_IOM_ANG_XX,"[0.25, 0.09, 0.15, 0.21, 0.1, 0.11, 0.42]","[0.0, 0.020000000000000018, 0.0, 0.0, 0.0, -2.220446049250313e-16]","[0.13636363636363635, -0.5263157894736842, -0.06250000000000006, -0.125, -0.1666666666666666, 0.0, -0.0454545454545455]",
1005_IWW_FEA_XX,"[0.09, 0.28, 0.15, 0.16, 0.17, 0.43]","[1.1102230246251565e-16, 0.0, 0.0, 0.0, 2.220446049250313e-16]","[-0.18181818181818185, -0.24324324324324317, -0.11764705882352951, -0.20000000000000004, 0.13333333333333347, -0.1886792452830189]",
1042_DFA_HAP_XX,"[0.3, 0.32, 0.06, 0.45]","[0.02000000000000013, 0.0, 0.0]","[0.0, -0.25581395348837205, -0.4545454545454546, -0.08163265306122446]",
1040_IEO_DIS_LO,"[0.03, 0.33, 0.48]","[0.0, 0.0]","[-0.823529411764706, -0.029411764705882377, 0.0]",
1060_TSI_ANG_XX,"[0.25, 0.61, 0.2, 0.74]","[-5.551115123125783e-17, 0.040000000000000036, 0.0]","[0.38888888888888895, -0.06153846153846159, 0.0, 0.5416666666666667]",
1066_ITS_ANG_XX,"[0.08, 0.24, 0.13, 0.29, 0.2, 0.59]","[1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0]","[-0.20000000000000004, 0.04347826086956513, 0.18181818181818185, 0.44999999999999984, 0.25000000000000006, 0.47499999999999987]",
1058_ITS_SAD_XX,"[0.22, 0.31, 0.14, 0.43, 0.24, 0.71]","[0.020000000000000018, 0.0, -2.220446049250313e-16, 0.0, 0.04999999999999982]","[0.6923076923076923, -0.16216216216216217, -0.3, 0.43333333333333335, 0.04347826086956513, 0.36538461538461525]",
1051_ITS_HAP_XX,"[0.14, 0.32, 0.13, 0.22, 0.17, 0.54]","[-1.1102230246251565e-16, 1.1102230246251565e-16, 0.0, 0.0, 0.0]","[0.16666666666666682, 0.0, 0.08333333333333341, -0.24137931034482754, -0.2272727272727272, -0.03571428571428574]",
1076_TSI_DIS_XX,"[0.24, 0.49, 0.17, 0.49]","[1.1102230246251565e-16, 0.010000000000000009, 0.06000000000000005]","[0.26315789473684204, -0.1403508771929824, -0.37037037037037035, -0.1551724137931034]",
1060_IOM_ANG_XX,"[0.2, 0.31, 0.2, 0.23, 0.17, 0.12, 0.49]","[0.010000000000000009, 0.0, 0.0, 2.220446049250313e-16, 0.0, -2.220446049250313e-16]","[-0.04761904761904753, 0.4761904761904762, 0.05263157894736847, 0.15, -0.1052631578947368, 0.0, -0.057692307692307744]",
1029_MTI_FEA_XX,"[0.25, 0.16, 0.06, 0.1, 0.14, 0.15]","[0.14000000000000012, 0.4099999999999999, 0.0, 0.0, 0.0]","[-0.1935483870967742, -0.6, -0.5384615384615385, -0.47368421052631576, 0.07692307692307698, -0.7321428571428571]",
1046_IEO_SAD_LO,"[0.14, 0.26, 0.37]","[0.0, -1.1102230246251565e-16]","[0.0, -0.23529411764705885, -0.09756097560975606]",
1077_MTI_DIS_XX,"[0.29, 0.53, 0.16, 0.12, 0.13, 0.48]","[0.0, 0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16]","[-0.23684210526315796, 0.08163265306122457, -0.20000000000000004, -0.14285714285714296, -0.13333333333333328, 0.09090909090909087]",
1003_MTI_ANG_XX,"[0.45, 0.56, 0.11, 0.11, 0.17, 0.3]","[0.0, 0.0, -2.220446049250313e-16, 0.030000000000000027, 0.0]","[0.0714285714285715, -0.1764705882352941, -0.38888888888888884, -0.5, -0.055555555555555455, -0.4444444444444445]",
1053_IOM_HAP_XX,"[0.18, 0.13, 0.12, 0.16, 0.1, 0.1, 0.4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.05263157894736847, -0.27777777777777773, -0.07692307692307698, -0.2727272727272727, -0.09090909090909087, -0.09090909090909087, 0.6666666666666669]",
1089_TAI_ANG_XX,"[0.25, 0.45, 0.14, 0.28, 0.51]","[0.2499999999999999, 0.0, 0.3600000000000001, 0.020000000000000018]","[0.38888888888888895, -0.09999999999999998, 0.2727272727272728, -0.3913043478260869, 0.41666666666666674]",
1006_IOM_DIS_XX,"[0.16, 0.22, 0.18, 0.17, 0.11, 0.11, 0.53]","[0.009999999999999898, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.38461538461538464, 0.375, 0.058823529411764594, -0.19047619047619038, -0.0833333333333333, -0.0833333333333333, 0.12765957446808524]",
1058_IOM_ANG_XX,"[0.26, 0.19, 0.17, 0.22, 0.12, 0.11, 0.46]","[0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16]","[0.040000000000000036, -0.29629629629629634, -0.055555555555555455, -0.0833333333333333, -0.3333333333333333, 0.0, -0.07999999999999996]",
1069_IEO_DIS_LO,"[0.03, 0.3, 0.69]","[0.0, 0.0]","[-0.8, -0.09090909090909098, 0.32692307692307676]",
1010_IWL_HAP_XX,"[0.12, 0.17, 0.21, 0.05, 0.23, 0.41, 0.36]","[0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0, 2.220446049250313e-16]","[-0.14285714285714296, -0.19047619047619038, -0.32258064516129037, -0.6666666666666666, -0.37837837837837834, -0.08888888888888896, -0.18181818181818185]",
1090_IOM_DIS_XX,"[0.17, 0.19, 0.17, 0.2, 0.13, 0.1, 0.53]","[0.08999999999999997, 0.0, 0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16]","[0.0, 0.4615384615384615, 0.21428571428571425, 0.0, 0.08333333333333341, 0.11111111111111122, 0.06000000000000005]",
1018_DFA_ANG_XX,"[0.32, 0.35, 0.1, 0.58]","[0.020000000000000018, 0.040000000000000036, 0.0]","[-0.058823529411764754, 0.12903225806451607, 0.11111111111111122, 0.23404255319148934]",
1035_IWL_DIS_XX,"[0.25, 0.2, 0.2, 0.06, 0.17, 0.65, 0.25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.923076923076923, 0.11111111111111122, -0.04761904761904753, 0.1999999999999999, -0.15, 0.7567567567567568, -0.3055555555555555]",
1066_IEO_FEA_LO,"[0.06, 0.29, 0.5]","[-1.1102230246251565e-16, 1.1102230246251565e-16]","[-0.625, -0.09375000000000008, 0.08695652173913039]",
1040_IWW_SAD_XX,"[0.01, 0.24, 0.15, 0.13, 0.15, 0.43]","[0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16]","[-0.9, -0.14285714285714296, -0.06250000000000006, -0.23529411764705885, 0.15384615384615377, 0.16216216216216217]",
1014_IWL_HAP_XX,"[0.21, 0.25, 0.32, 0.12, 0.29, 0.52, 0.35]","[0.0, 0.0, 0.09000000000000008, -2.220446049250313e-16, 0.0, 4.440892098500626e-16]","[0.23529411764705868, 0.13636363636363635, 0.4545454545454546, 0.4999999999999999, 0.0, -0.018867924528301903, 0.0]",
1014_TSI_ANG_XX,"[0.43, 0.53, 0.18, 0.7]","[0.0, 0.040000000000000036, 0.0]","[0.6538461538461537, 0.0, -0.3333333333333334, 0.14754098360655732]",
1078_TIE_SAD_XX,"[0.25, 0.1, 0.56, 0.14, 0.24]","[0.0, 0.0, -2.220446049250313e-16, 0.010000000000000009]","[0.19047619047619052, 0.0, 0.07692307692307698, 0.07692307692307698, -0.4666666666666667]",
1019_IEO_DIS_HI,"[0.17, 0.5, 0.72]","[0.009999999999999898, 0.0]","[-0.1052631578947368, 0.282051282051282, 0.3846153846153845]",
1015_TAI_DIS_XX,"[0.02, 0.46, 0.13, 0.36, 0.48]","[0.010000000000000009, 0.0, 2.220446049250313e-16, 0.0]","[0.0, 0.06976744186046518, 0.0, -0.18181818181818185, 0.7777777777777776]",
1058_ITH_ANG_XX,"[0.16, 0.34, 0.1, 0.24, 0.06, 0.54, 0.82]","[0.0, -1.1102230246251565e-16, 0.010000000000000009, 0.0, 0.0, 0.0]","[0.14285714285714277, -0.02857142857142844, -0.33333333333333326, -0.2941176470588236, -0.25000000000000006, 0.03846153846153849, 0.34426229508196715]",
1010_IEO_SAD_LO,"[0.07, 0.34, 0.55]","[-1.1102230246251565e-16, 0.0]","[-0.7083333333333333, -0.27659574468085096, -0.03508771929824545]",
1078_TSI_SAD_XX,"[0.02, 0.58, 0.14, 0.57]","[-1.1102230246251565e-16, 0.0, -2.220446049250313e-16]","[-0.888888888888889, 0.15999999999999992, -0.3636363636363636, 0.0]",
1059_IWL_SAD_XX,"[0.11, 0.2, 0.23, 0.05, 0.24, 0.46, 0.37]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.009999999999999787]","[-0.6071428571428572, 0.3333333333333335, -0.04166666666666659, -0.5, -0.2941176470588236, 0.06976744186046518, 0.15624999999999997]",
1081_ITH_HAP_XX,"[0.09, 0.23, 0.03, 0.13, 0.05, 0.42, 0.7]","[0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0]","[-0.3571428571428572, -0.11538461538461538, -0.5, -0.38095238095238093, 0.0, -0.0454545454545455, 0.18644067796610167]",
1064_IWL_HAP_XX,"[0.13, 0.17, 0.19, 0.06, 0.24, 0.41, 0.19]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.07142857142857148, -0.2608695652173913, -0.3870967741935484, 0.1999999999999999, -0.14285714285714296, 0.05128205128205118, -0.40625]",
1006_ITS_SAD_XX,"[0.12, 0.25, 0.13, 0.32, 0.21, 0.62]","[0.0, 0.0, 0.0, 0.0, 0.050000000000000044]","[-0.14285714285714296, -0.1935483870967742, -0.13333333333333328, 0.10344827586206906, 0.049999999999999906, 0.12727272727272718]",
1074_DFA_HAP_XX,"[0.27, 0.29, 0.06, 0.57]","[0.020000000000000018, -1.1102230246251565e-16, 1.1102230246251565e-16]","[-0.06896551724137918, -0.14705882352941188, -0.14285714285714296, 0.017857142857142672]",
1084_IOM_ANG_XX,"[0.23, 0.29, 0.2, 0.3, 0.15, 0.11, 0.25]","[0.010000000000000009, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.04166666666666659, 0.9333333333333332, 0.4285714285714285, 0.3636363636363636, 0.25, 0.0, -0.4318181818181818]",
1036_WSI_FEA_XX,"[0.19, 0.41, 0.12, 0.06, 0.36, 0.14, 0.55]","[0.0, 2.220446049250313e-16, -2.220446049250313e-16, 0.0, -2.220446049250313e-16, 2.220446049250313e-16]","[-0.1739130434782609, 0.10810810810810806, 0.1999999999999999, 0.0, 0.2, 0.07692307692307698, 0.10000000000000009]",
1008_TSI_FEA_XX,"[0.26, 0.45, 0.14, 0.64]","[0.0, 0.0, -2.220446049250313e-16]","[0.13043478260869565, -0.24999999999999994, -0.5882352941176471, -0.058823529411764754]",
1008_MTI_SAD_XX,"[0.43, 0.55, 0.15, 0.19, 0.14, 0.84]","[0.0, 0.0, 4.440892098500626e-16, 0.0, 0.0]","[-0.08510638297872336, -0.09836065573770482, -0.16666666666666666, 0.1875, 0.0, 0.4482758620689656]",
1058_TAI_FEA_XX,"[0.22, 0.48, 0.15, 0.42, 0.58]","[0.0, 0.0, 0.0, 0.0]","[-0.26666666666666666, -0.25000000000000006, -0.16666666666666666, -0.3114754098360656, 0.7058823529411762]",
1077_IOM_SAD_XX,"[0.18, 0.12, 0.13, 0.26, 0.12, 0.09, 0.18]","[0.0, -1.1102230246251565e-16, 0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16]","[-0.10000000000000009, -0.25000000000000006, -0.1875, 0.2380952380952382, 0.1999999999999999, -0.10000000000000009, -0.43750000000000006]",
1014_DFA_ANG_XX,"[0.39, 0.32, 0.06, 0.61]","[0.010000000000000009, 0.0, -2.220446049250313e-16]","[0.1142857142857144, -0.08571428571428563, -0.14285714285714296, 0.10909090909090897]",
1010_IOM_FEA_XX,"[0.21, 0.13, 0.17, 0.17, 0.13, 0.11, 0.4]","[1.1102230246251565e-16, -1.1102230246251565e-16, 2.220446049250313e-16, 0.0, -2.220446049250313e-16, 0.0]","[0.049999999999999906, -0.40909090909090906, -0.15, -0.2916666666666666, -0.07142857142857148, -0.0833333333333333, 0.05263157894736847]",
1031_ITS_HAP_XX,"[0.09, 0.23, 0.12, 0.2, 0.15, 0.47]","[0.0, 1.1102230246251565e-16, 0.0, 0.0, 0.0]","[-0.30769230769230776, -0.20689655172413784, -0.14285714285714296, -0.13043478260869565, -0.11764705882352951, 0.021739130434782507]",
1008_IWW_DIS_XX,"[0.21, 0.35, 0.23, 0.22, 0.08, 0.04]","[0.029999999999999805, 0.0, 0.0, 0.0, 0.0]","[0.16666666666666666, -0.14634146341463414, -0.04166666666666659, 0.09999999999999995, -0.4285714285714286, -0.9230769230769231]",
1082_IEO_HAP_HI,"[0.23, 0.38, 0.6]","[0.0, 0.0]","[0.15, 0.310344827586207, 0.17647058823529405]",
1087_TSI_DIS_XX,"[0.12, 0.59, 0.14, 0.82]","[0.0, 1.1102230246251565e-16, 0.0]","[-0.25000000000000006, 0.017241379310344845, -0.26315789473684204, 0.34426229508196715]",
1035_TAI_ANG_XX,"[0.17, 0.42, 0.12, 0.4, 0.41]","[0.0, 0.0, 0.010000000000000009, 0.0]","[-0.15, -0.10638297872340424, -0.2, 0.025641025641025664, 0.4642857142857141]",
1070_IWW_HAP_XX,"[0.09, 0.29, 0.17, 0.16, 0.17, 0.43]","[1.1102230246251565e-16, 0.0, 0.0, 0.0, 2.220446049250313e-16]","[-0.18181818181818185, -0.09375000000000008, 0.0, 0.0, 0.06250000000000006, 0.22857142857142862]",
1022_IEO_SAD_LO,"[0.17, 0.33, 0.47]","[0.0, -1.1102230246251565e-16]","[-0.1052631578947368, -0.10810810810810806, -0.12962962962962973]",
1059_WSI_ANG_XX,"[0.25, 0.44, 0.12, 0.06, 0.33, 0.13, 0.65]","[0.0, 1.1102230246251565e-16, 0.0, 0.0, -2.220446049250313e-16, 2.220446049250313e-16]","[-0.21875000000000003, -0.29032258064516125, -0.25000000000000006, -0.3333333333333333, -0.2826086956521739, 5.5, 9.833333333333336]",
1009_IEO_DIS_LO,"[0.15, 0.36, 0.58]","[0.0, 0.0]","[-0.11764705882352951, 0.0285714285714286, 0.07407407407407393]",
1005_IWL_FEA_XX,"[0.11, 0.19, 0.2, 0.07, 0.34, 0.46, 0.57]","[0.0, 0.0, 1.1102230246251565e-16, 0.0, 0.0, 0.0]","[-0.47619047619047616, -0.1739130434782609, -0.3548387096774193, -0.3636363636363636, -0.20930232558139528, -0.14814814814814817, 0.1399999999999999]",
1067_IEO_ANG_HI,"[0.26, 0.56, 1.25]","[0.26, 0.17999999999999972]","[0.3, 0.6470588235294118, 1.4038461538461537]",
1077_DFA_DIS_XX,"[0.54, 0.3, 0.06, 0.47]","[-1.1102230246251565e-16, 0.0, 0.0]","[0.28571428571428586, -0.375, -0.25000000000000006, 0.06818181818181812]",
1067_TSI_ANG_XX,"[0.16, 0.45, 0.13, 0.61]","[0.0, -1.1102230246251565e-16, 0.0]","[0.0, 0.02272727272727275, 0.0, 0.326086956521739]",
1043_IWL_HAP_XX,"[0.16, 0.16, 0.2, 0.05, 0.19, 0.35, 0.43]","[0.0, -1.1102230246251565e-16, 0.0, 0.010000000000000009, 0.0, 0.0]","[0.3333333333333334, -0.23809523809523805, -0.28571428571428575, -0.375, 0.11764705882352934, 0.0, -0.02272727272727275]",
1058_WSI_FEA_XX,"[0.14, 0.29, 0.09, 0.05, 0.25, 0.09, 0.35]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.6, -0.30952380952380953, -0.18181818181818185, -0.1666666666666666, -0.3055555555555555, -0.4, -0.33962264150943405]",
1031_ITH_ANG_XX,"[0.11, 0.27, 0.03, 0.11, 0.06, 0.43, 0.44]","[0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0]","[-0.0833333333333333, 0.03846153846153849, -0.5, -0.3125, 0.0, 0.0, -0.0833333333333333]",
1053_TAI_HAP_XX,"[0.13, 0.41, 0.12, 0.46, 0.38]","[0.0, 0.0, 0.010000000000000009, 0.0]","[-0.13333333333333328, -0.10869565217391314, -0.2, 0.0454545454545455, 0.35714285714285704]",
1027_IEO_HAP_HI,"[0.16, 0.33, 0.83]","[0.1299999999999999, 0.0]","[-0.058823529411764754, 0.17857142857142852, 1.2432432432432432]",
1010_IWW_HAP_XX,"[0.11, 0.33, 0.2, 0.19, 0.17, 0.45]","[-2.220446049250313e-16, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.17857142857142852, 0.11111111111111122, 0.2666666666666667, 0.21428571428571425, 0.1842105263157895]",
1034_IWW_FEA_XX,"[0.08, 0.24, 0.15, 0.15, 0.15, 0.44]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.20000000000000004, -0.14285714285714296, -0.11764705882352951, -0.16666666666666666, 0.07142857142857129, 0.15789473684210525]",
1064_IOM_DIS_XX,"[0.3, 0.34, 0.22, 0.4, 0.15, 0.2, 0.5]","[0.029999999999999805, 0.0, 0.0, 0.0, 0.0, 0.009999999999999787]","[0.15384615384615377, 0.3600000000000001, 0.22222222222222227, 0.8181818181818182, 0.15384615384615377, 0.5384615384615385, -0.09090909090909098]",
1022_IEO_ANG_MD,"[0.25, 0.56, 0.77]","[0.030000000000000027, 0.030000000000000027]","[0.3157894736842105, 0.5135135135135137, 0.4259259259259259]",
1047_DFA_HAP_XX,"[0.38, 0.25, 0.04, 0.28]","[0.0, 0.0, 0.0]","[0.0, -0.32432432432432434, -0.5, -0.4042553191489361]",
1013_DFA_HAP_XX,"[0.35, 0.27, 0.05, 0.51]","[5.551115123125783e-17, 0.0, 0.0]","[-0.054054054054054106, -0.12903225806451607, -0.1666666666666666, 0.10869565217391301]",
1089_IOM_HAP_XX,"[0.32, 0.25, 0.18, 0.21, 0.14, 0.02, 0.05]","[0.020000000000000018, 0.0, 0.0, 0.0, 0.27, 0.0]","[0.4545454545454546, 0.24999999999999994, -0.05263157894736847, -0.0869565217391305, 0.2727272727272728, -0.7777777777777777, -0.891304347826087]",
1043_MTI_ANG_XX,"[0.3, 0.57, 0.16, 0.13, 0.13, 0.62]","[5.551115123125783e-17, 0.030000000000000027, 0.0, 0.0, 0.0]","[-0.03225806451612906, 0.29545454545454536, 0.14285714285714277, 0.08333333333333341, -0.07142857142857148, 0.7714285714285716]",
1091_IWL_HAP_XX,"[0.12, 0.18, 0.21, 0.05, 0.17, 0.33, 0.46]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09090909090909087, 0.12499999999999993, 0.1052631578947368, 0.25000000000000006, 0.06250000000000006, 0.03125000000000003, 0.1794871794871795]",
1024_TSI_HAP_XX,"[0.25, 0.43, 0.13, 0.58]","[0.0, 0.0, 0.0]","[-0.03846153846153849, -0.2586206896551724, -0.1875, 0.31818181818181807]",
1014_DFA_SAD_XX,"[0.34, 0.3, 0.06, 0.71]","[0.040000000000000036, -1.1102230246251565e-16, 1.1102230246251565e-16]","[-0.02857142857142844, -0.14285714285714282, -0.14285714285714296, 0.29090909090909073]",
1074_TIE_SAD_XX,"[0.34, 0.29, 0.73, 0.17, 0.69]","[0.010000000000000009, 0.029999999999999805, 0.0, 0.010000000000000231]","[0.17241379310344845, 1.0714285714285712, 0.21666666666666667, 0.30769230769230776, 0.6829268292682926]",
1013_IWL_DIS_XX,"[0.05, 0.07, 0.07, 0.07, 0.5, 0.44, 0.48]","[0.0, 0.15999999999999998, 1.1102230246251565e-16, 0.0, 0.0, 0.0]","[-0.5, -0.611111111111111, -0.611111111111111, 0.4000000000000001, 0.8518518518518517, 0.09999999999999995, 0.14285714285714285]",
1007_DFA_ANG_XX,"[0.37, 0.3, 0.06, 0.88]","[0.029999999999999916, 1.1102230246251565e-16, 1.1102230246251565e-16]","[-0.1777777777777778, -0.3023255813953489, -0.5384615384615385, 0.5714285714285713]",
1083_IEO_SAD_LO,"[0.09, 0.33, 0.59]","[0.0, 0.010000000000000009]","[-0.6086956521739131, -0.05714285714285704, 0.15686274509803913]",
1024_WSI_FEA_XX,"[0.33, 0.37, 0.04, 0.06, 0.26, 0.08, 0.59]","[-1.1102230246251565e-16, 0.1100000000000001, 0.0, -2.220446049250313e-16, 0.0, 0.0]","[0.5000000000000001, 0.0571428571428572, -0.6, -0.14285714285714296, 0.040000000000000036, -0.20000000000000004, 0.2826086956521738]",
1046_ITH_ANG_XX,"[0.14, 0.29, 0.04, 0.12, 0.06, 0.38, 0.49]","[0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0]","[0.16666666666666682, 0.15999999999999992, -0.3333333333333333, -0.368421052631579, 0.0, 0.05555555555555561, 0.7499999999999998]",
1057_ITH_FEA_XX,"[0.03, 0.04, 0.01, 0.11, 0.03, 0.35, 0.28]","[0.0, 0.16999999999999993, 0.0, 0.0, 0.0, 0.0]","[-0.5714285714285715, -0.8260869565217391, 0.0, -0.21428571428571436, -0.25000000000000006, -0.2045454545454546, -0.12499999999999993]",
1018_IWL_FEA_XX,"[0.08, 0.2, 0.18, 0.06, 0.16, 0.35, 0.45]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.20000000000000004, 0.25000000000000006, -0.18181818181818185, 0.4999999999999999, 0.0, -0.027777777777777804, 1.25]",
1029_IWW_FEA_XX,"[0.12, 0.24, 0.14, 0.2, 0.1, 0.28]","[0.0, 2.220446049250313e-16, 0.020000000000000018, 0.0, 0.0]","[-0.07692307692307698, -0.040000000000000036, -0.12499999999999993, 0.25000000000000006, -0.23076923076923075, -0.12499999999999993]",
1038_TIE_SAD_XX,"[0.23, 0.14, 0.6, 0.18, 0.06]","[0.0, 0.0, 0.0, 0.0]","[-0.11538461538461538, 0.4000000000000001, 0.25, 0.6363636363636362, -0.8421052631578947]",
1091_IOM_ANG_XX,"[0.16, 0.16, 0.14, 0.19, 0.11, 0.09, 0.44]","[0.019999999999999962, 0.0, 0.0, 1.1102230246251565e-16, 0.0, 0.0]","[0.0, 0.14285714285714277, 0.7500000000000001, 0.1875, 4.5, -0.18181818181818185, 0.0]",
1032_TAI_ANG_XX,"[0.19, 0.73, 0.17, 0.65, 0.55]","[0.06, 0.010000000000000009, 0.030000000000000027, 0.08000000000000007]","[-0.2692307692307693, 0.17741935483870966, -0.2916666666666666, 0.25, 0.6666666666666667]",
